"","PC1","PC2","PC3","PC4","PC5"
"1",-2.91081152851284,-0.805205564903765,-0.434381142957781,-1.31970628513338,0.472918986050278
"2",-1.57010884520325,-0.856489897460839,1.16820446787009,-0.123752569504557,1.30653096927726
"3",-1.81257420044623,-0.0532728200653981,0.611739152748859,1.08020407018656,-0.256451863697344
"4",-2.41541668830098,-0.960445154971692,1.25887420082792,-1.55834857882581,0.854456827500127
"5",-0.75611545693489,-0.876549459722788,1.32242804236562,-0.191210113520133,0.591136789939361
"6",0.363848446173912,-0.193888239284022,-1.20823030304532,0.721530140902543,-1.14351152254722
"7",-0.912858531778023,-0.399950935526558,-2.12781955460296,0.228885975354839,0.597716803664334
"8",-2.47871529934703,-1.16975364882103,1.3976989971287,-2.21057231687074,-0.413592539627162
"9",-0.27286248996239,-0.353087132421296,-0.769902315988868,0.764760652513414,-0.67163350817598
"10",-2.71686044442109,-0.995796927866279,0.951577808478902,-1.43162462751893,1.09057989510056
"11",3.79119473756576,3.05138801887173,-0.544163163566414,0.387003480072146,0.40302215624471
"12",-1.21203253355277,0.994406341608007,0.0236075870527219,-0.956325248882109,-0.320575197981747
"13",-2.15390127426221,-1.35270188652452,0.473636323639548,-1.66130511470738,1.12924062147347
"14",-1.18251105982538,-0.672603295775098,-1.33920822867798,-0.448235726144416,-1.01603511574027
"15",2.74118820171285,6.57880284427138,0.60529942507042,-1.82066488121945,1.30952113684731
"16",-1.61455227343772,-0.242040949073763,3.40688082878269,2.16021951302217,-1.29318283973745
"17",1.43066473403399,0.406172286537976,0.592471694232209,1.75679799084677,-0.233472463742746
"18",-1.99681828045307,-0.548016473145059,1.12306512238823,0.772847198928451,-0.698243977835656
"19",0.598477785108067,1.24122875819013,-0.645792134435798,0.650433919735545,-1.11520350925731
"20",-0.845781903612317,-0.270142674209326,-0.596275306617912,1.28383575068365,-0.101801419136023
"21",-1.71870859532496,-0.796365155075126,-2.38760424767815,3.17623769526014,3.78072672012262
"22",0.365077581554319,0.66195708360238,0.0233497508294257,2.20024271796255,-1.39406043698419
"23",17.4639437140005,-3.01004921471683,-0.264271268935676,-0.780530753426133,0.103667322523394
"24",-2.19857436328239,-0.721427701834384,-3.06444749788631,-2.5547467641307,-1.20296433281518
"25",-0.452881754714506,-0.0629496429631796,0.397473588582963,0.257970640125318,0.225059750121654
"26",5.12493527212777,0.552630756661157,1.54216496728932,-0.241012446098147,0.172489044603155
"27",-1.57383580236524,0.96127776782716,-2.24732810518587,-0.280150776995969,-1.54915225963326
"28",-1.0834091465399,-0.107127083208961,0.730951312291395,0.137216457383741,-0.627186036556695
